"","x"
"2103",97376.7326719365
"2104",142876.119290452
"2105",122350.244727934
"2107",188213.159677009
"2108",119260.266468071
"2109",117345.740393382
"2110",141526.950794052
"2111",141922.056625532
"2112",143936.986337135
"2113",129465.905179129
"2114",126710.931265684
"2115",163777.542268052
"2116",120912.649193264
"2117",156541.82235075
"2118",112891.148477659
"2119",117739.164669082
"2120",123433.302571628
"2121",88692.162643838
"2122",115649.792602187
"2123",81768.7832669299
"2124",166464.554179033
"2125",134437.483433349
"2126",147238.172486765
"2128",120563.123077609
"2129",97095.5419296808
"2130",136978.728639435
"2131",145014.134249028
"2132",124413.701646405
"2133",125605.067179593
"2134",108729.094182927
"2136",71633.9572403758
"2137",106595.027257443
"2138",136473.447547709
"2139",147089.822538434
"2140",143251.41485506
"2141",141197.326715899
"2142",121010.634492295
"2143",146276.38704843
"2144",120499.717139163
"2145",137503.148352674
"2146",163150.447483238
"2147",138923.923759685
"2148",134560.601521596
"2149",141350.780800337
"2150",227013.548373266
"2151",105720.814552179
"2152",166035.310048914
"2153",165165.97884218
"2154",102980.810926251
"2155",142234.026796255
"2156",252404.973629643
"2157",221508.032701206
"2158",222265.577300082
"2159",203163.094454726
"2160",185940.626368778
"2161",237948.064107732
"2162",388202.337785454
"2163",352038.360827128
"2164",237270.658359512
"2165",208390.608209946
"2166",163710.144678902
"2167",212187.409418894
"2168",203156.958373557
"2169",196658.952618444
"2170",221667.950481866
"2171",162792.154660928
"2172",132463.110149936
"2173",190215.676800159
"2174",222204.911200889
"2175",318683.46660262
"2176",296462.378063016
"2177",231532.16854942
"2178",218911.283860828
"2179",131679.855082032
"2181",192599.363047793
"2182",226933.26176219
"2183",188805.88594699
"2184",121140.16319154
"2185",116471.332556843
"2187",149665.25467837
"2188",151816.396295669
"2189",311002.103544747
"2190",84480.6416178909
"2191",79163.2372897923
"2192",88660.4977744334
"2193",100906.032580925
"2194",93707.0237182047
"2195",107802.466594338
"2196",103132.820510202
"2197",118716.655651135
"2198",157767.62473169
"2200",151902.124875668
"2201",149536.603493056
"2202",219317.383269768
"2203",130086.836581628
"2204",183417.386674964
"2205",134760.672638657
"2206",146510.280021456
"2207",206853.324201744
"2208",279325.902242208
"2209",235940.928325657
"2210",112686.918253964
"2211",121919.302022001
"2212",117386.111282259
"2213",106730.338023641
"2214",129221.47105011
"2215",105718.353367359
"2216",152700.645881182
"2220",61089.0713255379
"2221",289037.987492475
"2222",255846.691110263
"2223",266618.693433685
"2224",203263.479549324
"2225",123746.906510749
"2226",195004.264112646
"2228",257835.570408519
"2229",259862.076221056
"2230",157020.354578545
"2231",216900.915000073
"2232",179219.188518123
"2233",181026.631378705
"2234",235720.944840797
"2235",211482.615948462
"2236",261298.169085345
"2237",307053.187099879
"2238",195673.792607679
"2239",107188.215461222
"2240",153068.599812953
"2241",162362.028248474
"2242",122734.567021093
"2243",130386.01276523
"2244",104447.97293795
"2245",93947.8415677354
"2246",150792.135434756
"2247",112062.297416047
"2248",123454.674442086
"2249",116898.437768736
"2250",129716.624943564
"2252",188103.609701523
"2253",150034.484177227
"2254",174665.910909998
"2255",183764.498885978
"2256",180485.769390439
"2257",208897.153363372
"2258",164504.11117401
"2259",170270.327839913
"2260",158639.224654448
"2261",204836.65238706
"2262",218772.792871199
"2263",355568.116243296
"2264",515455.237838273
"2265",183411.822426633
"2266",308408.097154309
"2267",343664.289431188
"2268",493883.812084856
"2269",149386.874269144
"2270",186778.532253764
"2271",214275.900824703
"2272",193398.199915738
"2273",164362.762132765
"2274",171215.575395634
"2275",156762.792462516
"2276",185800.239781798
"2277",191470.141046814
"2278",156543.780263156
"2279",120156.842797311
"2280",127773.352441677
"2281",159114.549506178
"2282",188159.213458305
"2283",111139.666027039
"2284",109232.919153658
"2285",149183.409950715
"2286",127693.275790393
"2287",378099.347276626
"2288",280226.510935268
"2289",371508.683018571
"2290",443147.762618114
"2291",328267.488374183
"2292",455676.58909601
"2293",467092.676732888
"2294",373677.790753067
"2295",512260.206704369
"2296",296266.26500737
"2297",315596.637131838
"2298",323587.701166517
"2299",331599.685334312
"2300",331424.625375782
"2301",297657.685041723
"2302",262018.111481474
"2303",255597.492777375
"2304",274589.758997087
"2305",197252.025104359
"2306",189014.17924989
"2307",199530.049732865
"2308",223084.430906676
"2309",296022.527300933
"2310",221947.209829092
"2311",206510.525546549
"2312",190729.75846834
"2313",173351.761906169
"2314",190364.079425092
"2315",178732.802396342
"2316",208285.827308386
"2317",193398.203844903
"2318",178913.121683931
"2319",186376.661466136
"2320",191152.898418284
"2321",244415.011884913
"2322",181895.698026398
"2323",186924.323939022
"2324",164469.137403897
"2325",212994.088056833
"2326",171490.128436835
"2327",201618.118050674
"2328",216791.675011255
"2329",189788.436186211
"2330",177780.606468093
"2331",338462.874933778
"2332",406686.066834087
"2333",335598.803704291
"2334",262768.911377385
"2335",281843.052525055
"2336",322544.049506546
"2337",215418.7138545
"2338",289010.550922947
"2339",210828.538613757
"2340",425080.26278744
"2341",226247.667469008
"2342",241017.651757526
"2343",217115.238291534
"2344",215267.51210504
"2345",241983.317432614
"2346",227530.143163138
"2347",207819.775420083
"2348",254088.505060923
"2349",190785.798949609
"2350",299282.574085138
"2351",251328.194890232
"2352",260170.362226547
"2353",235956.648669712
"2354",141223.25519538
"2355",144559.478525777
"2356",155285.013040426
"2357",185319.326098301
"2358",188752.115143087
"2359",130328.997634122
"2360",115752.782563185
"2361",147093.402219962
"2362",278064.101900922
"2363",137632.29497943
"2364",156967.186995314
"2365",223992.66811495
"2366",199307.696713452
"2367",234375.207672637
"2368",213965.293008725
"2369",236466.479816098
"2370",165031.065384667
"2371",165610.518931406
"2372",190728.311436845
"2373",281671.314133805
"2374",297602.62788426
"2375",251144.426436818
"2376",290699.048064231
"2377",337169.112614671
"2378",143941.580005228
"2379",211313.032892926
"2380",146958.024422645
"2381",166097.577770811
"2382",207359.02956812
"2383",193588.828600711
"2384",229679.04349992
"2385",159735.85752923
"2386",132988.247321511
"2387",139089.516756516
"2388",107197.244557414
"2389",115519.952846942
"2390",141839.336663758
"2391",135041.73783272
"2392",115795.779610566
"2393",165533.551055688
"2394",137415.739914255
"2395",213987.87136196
"2396",152085.490934031
"2397",233364.262902779
"2398",132484.088195058
"2399",68639.8436305443
"2400",69478.3800388863
"2401",121035.771484366
"2402",140547.341706567
"2403",146607.361527962
"2404",155189.792240583
"2405",156301.473440596
"2406",142875.710418373
"2407",126377.194428209
"2408",147851.041094599
"2409",119790.996746133
"2410",175760.898644776
"2411",116803.549218345
"2412",155288.776970895
"2413",129903.601513478
"2414",153968.554438402
"2415",133542.631929672
"2416",127784.154165827
"2417",139855.134423309
"2418",136773.895919595
"2419",123438.830513155
"2420",117840.414549859
"2421",152842.303531385
"2422",115293.301569393
"2423",124926.705118402
"2424",160301.017776377
"2425",198987.809306067
"2426",125969.444831637
"2427",129158.489144645
"2428",181634.383186732
"2429",112589.152595766
"2430",134735.567181453
"2431",102207.732088371
"2432",138039.108506044
"2433",141717.573606794
"2434",128375.220900566
"2435",148987.654647113
"2436",94913.3662509403
"2437",107760.693283396
"2438",118737.217989455
"2439",111958.108901244
"2440",118392.319258973
"2441",98251.7521040574
"2442",96012.7825786377
"2443",116860.801690749
"2444",114865.104761753
"2445",88092.2422039933
"2446",136814.285044684
"2447",179313.431208332
"2448",126768.331112059
"2449",105629.581412446
"2450",150646.178111212
"2451",127818.27926595
"2452",183851.433217382
"2453",92940.9132419532
"2454",120932.944010981
"2455",117651.186430162
"2456",136643.726168378
"2457",138661.967392176
"2458",121914.981188538
"2459",112395.587778176
"2460",136110.52860744
"2461",131623.974888495
"2462",137314.374498214
"2463",125849.087317822
"2464",171631.649154632
"2465",140265.448309469
"2467",131957.086309235
"2468",88939.7694039418
"2469",81913.6981809103
"2470",203785.938767989
"2471",218762.78379116
"2472",153808.924362977
"2473",124035.764913657
"2475",211865.054470358
"2476",123028.477445009
"2477",126986.107719098
"2478",151296.414440512
"2479",109957.667733755
"2480",152400.571643607
"2481",126415.084066845
"2482",127265.082310365
"2483",108680.779637146
"2484",123694.158975546
"2485",129312.936252454
"2486",149806.178475277
"2487",161046.32260134
"2488",148038.296788589
"2489",147308.927115366
"2490",148244.370973998
"2491",91996.7003543147
"2492",205883.640196654
"2493",152213.309761684
"2494",148698.706726724
"2495",97128.7614959194
"2496",242832.575134792
"2497",151042.782649991
"2498",109500.475933818
"2499",83438.3241550017
"2501",138357.888776033
"2502",144746.936082038
"2503",98386.9251779033
"2504",177438.633458168
"2505",210316.140837564
"2506",254216.830811644
"2507",291896.102667223
"2508",256523.349649151
"2509",216099.134352737
"2510",215872.287795137
"2511",177236.236152655
"2512",202526.018860434
"2513",215626.126514936
"2515",147549.900131101
"2516",176521.355060593
"2517",152717.992999723
"2518",159232.987701274
"2519",212171.663865773
"2520",214007.738526337
"2521",193212.946119387
"2522",220535.879368427
"2523",117038.297214215
"2524",138204.693748736
"2526",135480.817784686
"2527",122923.410622536
"2528",132441.172347191
"2529",126983.730055205
"2530",123853.144017095
"2531",248041.503812829
"2532",223342.00632517
"2533",194868.723626624
"2534",234614.783785446
"2535",297434.735223468
"2536",222457.060887128
"2537",230806.133781687
"2538",190183.177468488
"2539",189006.843616555
"2540",181484.688397565
"2541",181565.806939763
"2542",166742.363373685
"2543",114810.911300078
"2544",129459.60290775
"2545",133222.010065118
"2546",123548.358847841
"2547",138830.802159266
"2548",158390.518392746
"2549",158360.032658227
"2550",757638.302778154
"2551",129310.041795111
"2552",131971.4056439
"2553",68643.5639115407
"2554",93994.0598963251
"2555",110286.762809858
"2556",95203.6791346224
"2559",143066.202206725
"2560",153369.893350083
"2561",142980.270038957
"2562",137294.165371533
"2563",157288.102934582
"2564",207109.00215446
"2565",135340.119123025
"2566",167227.199942802
"2567",151584.86832305
"2568",217461.096196768
"2569",228295.746430049
"2570",112472.959418786
"2571",215477.524351689
"2572",157449.875220498
"2573",237322.680860365
"2574",326480.330325714
"2575",128372.38717031
"2576",131912.525165586
"2578",91657.3460717903
"2580",82123.6904211228
"2581",93705.4917617917
"2582",94060.2757096452
"2583",308023.447996992
"2584",177925.416705113
"2585",181570.755242894
"2586",218521.203800745
"2587",203005.79983885
"2588",132441.658635263
"2589",147109.887483627
"2591",241145.50292407
"2592",217192.738491005
"2593",239838.078871977
"2594",193044.623441614
"2595",195949.595154119
"2596",291903.275917733
"2597",173374.580906253
"2598",265054.314623012
"2599",369059.537773711
"2600",179503.736673227
"2601",137522.905493812
"2602",84991.644493435
"2603",89758.503782036
"2604",89313.3508859048
"2605",78197.327206152
"2606",135928.708257906
"2607",194072.143123172
"2608",194624.691038999
"2609",168400.671467189
"2610",111467.78307787
"2611",125546.876648603
"2612",169117.685616343
"2613",132405.408935189
"2614",127236.672644107
"2615",160099.7571676
"2616",144539.950184226
"2617",184437.609934227
"2618",173753.882342772
"2619",202974.384749761
"2620",180231.629265434
"2621",178154.724986668
"2622",181420.842049673
"2623",241564.312385306
"2624",276894.526413308
"2625",299538.399786671
"2626",178375.303420999
"2627",186543.094824241
"2629",521818.638561718
"2630",388753.354469983
"2631",510135.952581452
"2632",424499.663760084
"2633",327464.977602584
"2634",425165.683458599
"2635",154559.446991262
"2636",180229.742227004
"2637",156393.470114302
"2638",279990.532526131
"2639",186554.065065659
"2640",151752.09783871
"2641",111276.3270749
"2642",194599.062563033
"2643",106437.755525206
"2644",118609.664994663
"2645",108555.524380394
"2646",93211.6669249743
"2647",104081.472890506
"2648",147605.700189801
"2649",159518.7550272
"2650",150276.323636142
"2651",135961.695601466
"2652",433947.943311697
"2653",258673.882672143
"2654",258643.841465166
"2655",392126.548101355
"2656",353203.436519549
"2657",363520.741977693
"2658",292047.158928383
"2659",311689.448486016
"2660",343166.44258857
"2661",380499.921600681
"2662",363921.872201787
"2663",300357.882436999
"2664",279381.999989383
"2665",347766.064587012
"2666",306242.067116231
"2667",176700.677418337
"2668",191534.809246462
"2669",184954.547050625
"2670",285575.451683008
"2671",190800.116610872
"2672",195736.919212197
"2673",201261.30475689
"2674",199716.191925212
"2675",168575.688736422
"2676",187111.06607219
"2677",194911.453373552
"2678",267247.785984232
"2679",283394.318931752
"2680",294248.677302978
"2681",406722.543991192
"2682",318345.293103728
"2683",512016.016402633
"2684",310525.52685686
"2685",354924.91036568
"2686",257454.161786735
"2687",318105.20903135
"2688",235980.562142712
"2689",220768.106783095
"2690",457922.821926466
"2691",191882.769491749
"2692",135675.875650513
"2693",198036.936161669
"2694",148857.792425608
"2695",187212.970163923
"2696",180018.916092495
"2697",180051.809400072
"2698",182988.887318473
"2699",176513.599995183
"2700",153385.547676434
"2701",151642.418469645
"2702",111515.357569116
"2703",132107.291441975
"2704",133371.321633355
"2705",114912.106408716
"2706",117111.228192472
"2707",123012.564710481
"2708",130901.082575151
"2709",101978.172033884
"2710",121020.006522944
"2712",346888.322229329
"2713",164317.619129084
"2714",152674.265573236
"2715",167097.567712584
"2716",149811.367736118
"2717",197272.334993497
"2718",224980.746212614
"2720",183894.853345354
"2721",134547.454695381
"2722",175044.341514201
"2723",145100.69662766
"2724",126017.874645232
"2725",133101.867601582
"2726",155472.507231992
"2727",172836.575986703
"2728",180561.486242629
"2729",146747.959238225
"2730",152910.158647717
"2731",117615.411192204
"2732",123554.848076351
"2733",159699.65797027
"2734",155841.899323393
"2735",133993.34184593
"2736",137085.67951957
"2737",120820.563712941
"2738",139645.493507303
"2739",159278.838185227
"2740",135052.205366814
"2741",139555.381628057
"2742",152621.887639819
"2743",160594.324211257
"2744",157009.684903035
"2745",137376.816754596
"2746",136680.285267536
"2747",146962.264051929
"2748",118603.91674628
"2749",124855.243349024
"2750",140249.333557384
"2751",134025.895296513
"2752",176256.07977426
"2753",146383.540210524
"2754",204698.18513772
"2755",130977.371795458
"2756",97736.4978202649
"2757",73651.0862457683
"2758",82272.1537858581
"2759",143611.040698683
"2760",113476.767687248
"2761",138527.445253534
"2762",144290.773467978
"2763",198535.98571058
"2764",157099.25211578
"2765",268521.464543623
"2766",134196.619129012
"2767",79752.7468924769
"2768",121416.645530911
"2769",126972.769417065
"2770",150041.498804686
