"","x"
"1587",95768.8976893678
"1588",148839.892287752
"1589",103069.257746899
"1590",139451.662824352
"1591",91740.6287121841
"1592",130367.520176207
"1593",123274.253508419
"1595",110608.818900143
"1596",214817.785847884
"1597",182224.758152274
"1598",211615.608726131
"1599",192103.283738982
"1600",174031.375260516
"1601",74985.4369468984
"1602",113628.067154654
"1603",59272.4382381953
"1604",258755.126654881
"1605",274255.241634796
"1606",180433.430649765
"1607",175998.065320951
"1608",214653.264471375
"1609",189144.40418025
"1610",153347.886297217
"1611",148839.418410569
"1612",169322.088171773
"1613",168671.505639544
"1614",129959.237311666
"1615",92540.9494735319
"1616",75103.5170635677
"1617",96910.9600994076
"1618",122528.755189598
"1619",140119.733215622
"1621",149091.61437972
"1622",145783.041447303
"1623",295990.90875216
"1624",213616.61487086
"1625",118689.430265725
"1626",168385.836271817
"1627",193771.557917352
"1628",295806.61660533
"1629",185038.210404555
"1630",328869.215234701
"1631",221846.139381121
"1632",244004.513706385
"1633",170711.00326312
"1634",189933.590049224
"1635",180340.471953788
"1636",153146.97384794
"1637",214853.977988723
"1638",188419.263956222
"1639",196812.982147495
"1640",272151.460139142
"1641",194194.125850099
"1642",228020.41208629
"1643",235945.619870854
"1644",247842.040266681
"1645",217348.413228486
"1646",158443.82064911
"1647",163069.53776986
"1648",130799.95437198
"1649",139037.993256124
"1650",108586.645246751
"1651",124222.381050183
"1652",98509.5462937494
"1653",102681.441639419
"1654",143269.003573557
"1655",142617.142127588
"1656",141634.062782716
"1657",145768.260829843
"1658",141105.932555677
"1659",119411.645507693
"1660",158275.792023323
"1661",426075.083646357
"1662",430386.934936179
"1663",369141.224853821
"1664",471448.123549029
"1665",302185.450636239
"1666",319611.657212877
"1667",323918.641787737
"1668",332829.952555233
"1669",320423.631561394
"1670",349852.33005881
"1671",243809.079286902
"1672",422482.717913792
"1673",287300.620959993
"1674",245015.251031781
"1675",188776.093766453
"1676",189740.289384282
"1677",213897.127656894
"1678",478498.88262352
"1679",339805.100985591
"1680",339584.757156473
"1681",250822.867360083
"1682",293991.903153745
"1683",177233.244991383
"1684",182851.794215646
"1685",171415.917240702
"1686",168211.261016161
"1687",167724.955961271
"1688",190664.270572949
"1689",191988.009856662
"1690",197801.918137153
"1691",184059.604829302
"1692",277976.405336107
"1693",170978.865444458
"1694",185444.754195119
"1695",165604.781146902
"1696",277886.393401341
"1697",174771.143521397
"1698",347706.005809676
"1699",320207.154412156
"1700",233469.550444954
"1701",272879.912064107
"1702",248767.139728523
"1703",253333.836507086
"1704",287298.137625513
"1705",225079.843994516
"1706",200787.038595044
"1707",204873.853915744
"1708",190699.761944119
"1709",296182.469978421
"1710",228898.223659385
"1711",279947.430536711
"1712",266873.337855476
"1713",265284.355468005
"1714",221989.370748093
"1715",206012.41939334
"1716",179076.164537317
"1717",167597.188144434
"1718",134755.550429508
"1719",197501.517096371
"1720",254181.848679304
"1721",164832.25956518
"1722",135368.224575866
"1723",166338.205064561
"1724",217143.61447887
"1725",231571.314577708
"1726",192424.943019905
"1727",161180.944489183
"1728",186645.215707251
"1729",172441.916723398
"1730",179245.132233639
"1731",123913.948744592
"1732",120200.30672492
"1733",114304.044159763
"1735",131141.938761185
"1736",117968.243309595
"1737",351554.290168136
"1738",258895.43619858
"1739",242077.816818181
"1740",211476.391712604
"1741",188974.894781582
"1742",173882.059976529
"1743",178443.468829579
"1744",281855.161926273
"1745",197505.036068458
"1746",208619.320839631
"1747",223425.188856449
"1748",235449.042133053
"1749",155325.544592461
"1750",134861.810310746
"1751",277499.111736632
"1752",126201.312084573
"1753",148855.209362878
"1754",198261.040285276
"1755",168444.016673859
"1756",131530.068027486
"1757",114844.170874779
"1758",151263.416871944
"1759",170332.201746876
"1760",170446.700726186
"1761",155601.149611229
"1762",181529.50687739
"1763",168273.495830383
"1764",117995.680079672
"1765",183686.077616954
"1766",186985.129008067
"1767",240348.15253915
"1768",141440.786279927
"1769",179163.493433503
"1770",144612.172381901
"1771",121744.238603662
"1772",138470.598038157
"1773",128189.291586812
"1774",149217.755521351
"1775",139257.02356108
"1776",126529.61637471
"1777",111206.209314478
"1778",144894.542893466
"1779",107522.964430656
"1780",195823.174951962
"1781",131806.230158599
"1782",91696.922415462
"1783",139715.948434609
"1784",105086.941791035
"1785",121765.063843843
"1786",147233.64854414
"1787",165170.484822482
"1788",65607.1946890677
"1789",101020.359624586
"1790",87627.1076279272
"1791",191318.444273163
"1792",170999.783871019
"1793",123195.697227384
"1794",153052.479033222
"1795",132478.763842233
"1796",120842.996084478
"1797",112517.004675806
"1798",115994.512473941
"1799",110066.600055305
"1800",118657.661779415
"1801",137983.398864414
"1802",147923.239483505
"1803",144918.478283906
"1804",144246.046205185
"1805",138237.888579117
"1806",129044.630586192
"1807",133483.74034139
"1808",118618.373520315
"1809",114856.719286924
"1810",141608.025222753
"1811",98271.9877083327
"1812",95870.2409122682
"1813",126907.629558874
"1816",97155.6547137018
"1817",101560.918515655
"1818",146278.113566287
"1819",120872.154285894
"1820",52454.6578171432
"1822",149318.631416599
"1823",32292.9843856893
"1824",122204.932131361
"1825",132086.283929486
"1826",95777.0876522953
"1827",100637.013348633
"1828",137184.447584789
"1830",140471.483735656
"1831",161098.855868563
"1833",136282.057663418
"1834",129020.514908164
"1835",118873.79393446
"1836",122900.904918436
"1837",87964.6171517553
"1838",136256.039232587
"1839",95501.8488004436
"1840",136990.928408149
"1841",155320.946640462
"1842",77504.99937732
"1843",130293.141746363
"1844",124258.552385116
"1845",146104.623201647
"1846",150738.296056267
"1847",159227.051786448
"1849",105992.482816702
"1850",125554.969736237
"1851",162557.735384888
"1852",128349.868108985
"1853",133304.939151102
"1854",187313.974800746
"1855",149344.617202752
"1856",220238.804726568
"1857",140336.596696548
"1858",132399.69542444
"1859",117487.608992888
"1860",147151.704631458
"1861",116479.696897278
"1865",356349.173411333
"1866",333521.62283907
"1867",234542.868185257
"1868",291710.351071064
"1869",200926.383265947
"1870",241190.99588392
"1871",244504.290914184
"1872",170773.542148383
"1873",246333.839890598
"1874",167368.103276797
"1875",210263.9225286
"1876",200527.535744023
"1877",210032.537931549
"1878",193251.641727974
"1879",125760.173744941
"1880",138529.443437796
"1881",240237.93297608
"1882",250426.321600047
"1883",189542.727113793
"1884",202312.839722606
"1885",261656.396588828
"1886",279145.358049082
"1887",213500.535606881
"1888",291869.798457742
"1889",167467.493662257
"1890",122740.088149034
"1891",108865.823383764
"1892",106484.661390443
"1893",133868.264944097
"1894",126675.293390727
"1895",144540.768638854
"1896",135155.055974094
"1897",120673.031558211
"1898",117467.468664037
"1899",135385.184939568
"1900",148335.643220879
"1901",168244.431179968
"1902",141248.109669782
"1903",202362.534721532
"1904",133792.055847078
"1905",189200.250930463
"1906",142152.549790114
"1907",220383.583759977
"1908",105752.819816763
"1909",126773.692979403
"1910",116515.589071571
"1911",202533.449597611
"1912",299531.673742933
"1913",133669.241045015
"1914",49913.3397736309
"1915",270470.23457332
"1917",281023.557853632
"1918",140956.665856672
"1919",196135.579286018
"1920",175210.161182394
"1921",365881.982930472
"1922",325074.791781413
"1923",232615.889306451
"1924",213096.571385804
"1925",192162.617429494
"1926",380613.830662734
"1927",135016.467210183
"1928",173542.85799254
"1929",124735.339142588
"1930",127513.407711324
"1931",148668.788221617
"1932",148973.95727296
"1934",189284.435216502
"1935",172546.294281407
"1936",186885.865032623
"1937",191832.280300366
"1938",179663.746705715
"1939",234541.538958025
"1940",190290.465786233
"1941",169713.32021301
"1942",192084.389881626
"1943",220024.313087645
"1944",296194.865429141
"1945",368500.643951426
"1947",141373.303038062
"1948",159582.001443291
"1949",240909.866944927
"1950",197604.511242512
"1951",251382.04308519
"1952",218830.309984309
"1953",171248.620980137
"1954",191651.159205868
"1955",141451.688634953
"1956",340091.052364382
"1957",163569.531584805
"1958",309398.092267448
"1959",148863.817065509
"1960",119175.73802807
"1961",115521.380285205
"1962",98911.3961785036
"1963",102885.428464585
"1964",108696.820990512
"1965",139414.2808161
"1966",141745.806622482
"1967",287379.506578224
"1968",363237.577423633
"1969",376911.587772357
"1970",389491.821820763
"1971",478174.133207252
"1972",377476.378495636
"1973",262781.344391862
"1974",304138.189463313
"1975",604929.078996213
"1976",278666.436026114
"1977",341565.099821461
"1978",313455.062307442
"1979",361257.811462039
"1980",199587.818556925
"1981",367571.880559222
"1982",226769.531619307
"1983",209639.324550059
"1984",169057.51576804
"1985",226502.601639494
"1986",213065.383875812
"1987",179900.634733821
"1988",172478.560388792
"1989",193793.805607983
"1990",203708.013771819
"1991",233665.278921007
"1992",216861.561303317
"1993",173837.9559599
"1994",247156.287489884
"1995",188795.257484373
"1996",246911.987125738
"1997",314157.592490048
"1998",322756.169404911
"1999",241932.15222201
"2000",301904.001740217
"2001",254646.098880671
"2002",249566.009637739
"2003",261620.244607934
"2004",293332.581986424
"2005",233810.636119186
"2006",228857.692631848
"2007",261868.172348651
"2008",211750.716649756
"2009",192228.442137649
"2010",192352.517489854
"2011",149767.715374769
"2012",166856.161270502
"2013",175310.003050886
"2014",184416.409671386
"2015",201978.513581924
"2016",187409.244562735
"2017",195134.230601228
"2018",129539.727243453
"2019",133109.70796997
"2020",110657.894835739
"2021",98771.7723917603
"2022",187162.226910151
"2023",147370.548204654
"2024",253074.284266965
"2025",347908.670142125
"2026",176782.354491689
"2027",155003.81995187
"2028",156616.149394891
"2029",166234.495020914
"2030",294461.281918579
"2031",266957.406977224
"2032",269746.031391706
"2033",284957.576479147
"2034",166790.729810504
"2035",228759.102617884
"2036",208151.519796467
"2037",212029.009805712
"2038",364150.885371979
"2039",231732.92590288
"2042",207085.165548739
"2043",173459.291920466
"2044",167841.143765986
"2045",219698.090967209
"2046",153208.476313256
"2047",147746.40194273
"2048",134246.55542128
"2049",145378.978457352
"2050",180411.99182384
"2051",99139.7820805659
"2052",120081.448499461
"2053",147177.658605226
"2054",104713.945291487
"2055",160406.86664018
"2056",147490.101395411
"2057",114557.381679744
"2058",215941.006637816
"2059",135306.838986744
"2060",181020.206700213
"2061",178584.985730924
"2062",128054.387228741
"2063",115431.628604765
"2064",137350.868567492
"2065",116461.174689097
"2066",168333.877918617
"2067",83996.6610508752
"2068",150045.017049299
"2069",86900.4283573479
"2070",118331.847422504
"2071",98307.2804143647
"2072",143828.858363571
"2073",140682.506307609
"2074",195013.108942154
"2075",143777.719238526
"2076",115346.851002421
"2077",152475.759334503
"2078",121878.835575769
"2079",135423.258412918
"2080",126323.080586024
"2081",122791.108408018
"2082",115012.12194568
"2083",147971.332546661
"2084",108668.230019402
"2085",116191.624463858
"2086",113280.248717158
"2087",132403.14266051
"2088",100646.880466449
"2089",73104.6995306088
"2090",126465.859081348
"2091",128681.072376082
"2092",121298.806671416
"2093",126523.886928516
"2094",111160.043661323
"2095",145352.302349835
"2096",83336.7015620113
"2097",100811.617737994
"2098",149080.695146603
"2099",55108.3368526007
"2101",112797.210241071
"2102",140584.476106599
"2103",97065.4794567774
"2104",150010.177460678
"2105",124268.43564332
"2107",193185.608145818
"2108",120655.360064447
"2109",113740.266400649
"2110",137621.011750845
"2111",113185.404871385
"2112",143734.403605416
"2113",120159.269730614
"2114",117204.135221531
"2115",158907.752368245
"2116",114520.339922613
"2117",146309.523389511
"2118",118986.030909106
"2119",114261.73230072
"2120",117300.612940973
"2121",80085.5364643584
"2122",114009.090091418
"2123",70943.4519297218
"2124",151122.269433393
"2125",133494.781558521
"2126",127100.181870644
"2128",120961.492181083
"2129",97648.8353257943
"2130",126184.388797375
"2131",145222.059622698
"2132",124998.298560788
"2133",122666.862683894
"2134",116278.511879165
"2136",71061.6788928728
"2137",107348.753022644
"2138",134916.305918431
"2139",148164.045206813
"2140",141472.248542337
"2141",137161.974610787
"2142",122944.176545868
"2143",151493.182131519
"2144",120668.215080647
"2145",137982.559121715
"2146",172298.411981686
"2147",113957.748397853
"2148",148033.895234981
"2149",148007.113666714
"2150",220797.2193871
"2151",114448.618773876
"2152",192921.144575271
"2153",172110.908764452
"2154",112591.424754635
"2155",146559.19130189
"2156",258023.078174482
"2157",224804.18583059
"2158",228157.670290279
"2159",207154.728544466
"2160",187674.564649419
"2161",245704.479440881
"2162",412111.475023918
"2163",379483.297692413
"2164",253996.528726216
"2165",189320.804087459
"2166",165913.358300889
"2167",207529.969318874
"2168",200626.096576115
"2169",195827.62586131
"2170",218585.947533265
"2171",149505.978338307
"2172",133140.10302866
"2173",175543.778378507
"2174",225359.599662972
"2175",338845.765098511
"2176",303868.329296152
"2177",228887.113703328
"2178",224623.227844418
"2179",134676.377201491
"2181",189851.298839872
"2182",230521.285512427
"2183",185387.98598574
"2184",123317.538332635
"2185",113191.380963756
"2187",151077.456872696
"2188",167558.448190217
"2189",296432.513951339
"2190",88367.1150987236
"2191",85237.4884696146
"2192",89252.8021726211
"2193",111492.53009753
"2194",97636.2168476631
"2195",117228.118536805
"2196",104960.682957456
"2197",133498.916072532
"2198",166236.114650054
"2200",141155.871986504
"2201",128452.159360691
"2202",195811.759473902
"2203",112483.013916643
"2204",168588.636402929
"2205",116066.595365186
"2206",134783.21500454
"2207",207464.048321227
"2208",254812.418146015
"2209",216879.248210265
"2210",112199.567244869
"2211",120553.022604298
"2212",113582.018562605
"2213",98783.9475154752
"2214",126293.564056581
"2215",100998.258871532
"2216",146985.462991682
"2220",64424.1544941438
"2221",270470.23457332
"2222",232661.310802599
"2223",275402.828414161
"2224",216688.737982743
"2225",123127.979858967
"2226",198773.746959332
"2228",261967.809398206
"2229",274081.973336459
"2230",152603.157090192
"2231",219606.775181713
"2232",170401.858117547
"2233",174245.386539522
"2234",240611.217707543
"2235",205170.312512162
"2236",270029.463014396
"2237",317044.18629884
"2238",196827.908471182
"2239",100217.479090268
"2240",155828.065015293
"2241",157959.180211867
"2242",127958.78991068
"2243",134529.558527917
"2244",109093.055323048
"2245",101939.253958901
"2246",150729.569650942
"2247",110859.732740445
"2248",124604.052228272
"2249",121106.870821389
"2250",132137.222492771
"2252",185487.865046318
"2253",153410.105430533
"2254",177617.297099437
"2255",188706.310963076
"2256",182640.442474572
"2257",198001.713023572
"2258",161419.129755254
"2259",173393.474450339
"2260",148539.345324705
"2261",181467.449103131
"2262",216220.616222259
"2263",327290.582668544
"2264",505363.642509174
"2265",175819.780129915
"2266",294486.4217448
"2267",326393.591074321
"2268",397259.218992552
"2269",147926.881951959
"2270",204335.635975687
"2271",221308.433784114
"2272",199257.944710914
"2273",160870.731519606
"2274",178661.765054894
"2275",167421.899154354
"2276",184844.556575683
"2277",191896.810407783
"2278",147431.464933478
"2279",116566.815066509
"2280",131188.705798622
"2281",167733.688714774
"2282",201134.675731816
"2283",105966.38875985
"2284",100886.015870642
"2285",152374.430446953
"2286",126546.52319791
"2287",369727.878526635
"2288",273299.38721195
"2289",365829.02479947
"2290",445599.989441741
"2291",313042.5460615
"2292",459492.707635969
"2293",471654.669118309
"2294",363876.217760423
"2295",502423.657657452
"2296",290801.474517236
"2297",321023.910322899
"2298",331157.447742793
"2299",314530.098354957
"2300",326631.148054904
"2301",293646.288837329
"2302",239338.886022902
"2303",238921.563849073
"2304",266944.619450927
"2305",195757.525039423
"2306",185276.042316846
"2307",190269.882229881
"2308",220034.577986375
"2309",290549.837704561
"2310",221746.865208939
"2311",196039.568670791
"2312",180960.623324154
"2313",176523.400743855
"2314",189189.138817168
"2315",183187.403216445
"2316",216625.406093351
"2317",189095.966149596
"2318",177961.218777265
"2319",185245.08582472
"2320",192474.048535823
"2321",249913.931770808
"2322",182192.895875543
"2323",186095.892752405
"2324",166925.123355374
"2325",215627.461308298
"2326",171582.802932457
"2327",200934.154311545
"2328",218301.80226336
"2329",197546.428762371
"2330",180908.866674875
"2331",341281.83449069
"2332",395028.30767149
"2333",321570.68228011
"2334",244502.51994854
"2335",268396.321812089
"2336",309444.627732996
"2337",204649.221676299
"2338",294328.905682191
"2339",213562.454477377
"2340",453807.52968168
"2341",219753.981614127
"2342",234656.04086191
"2343",212979.865991684
"2344",209427.517346319
"2345",246015.474611308
"2346",225838.849487232
"2347",198058.912173702
"2348",255522.793380508
"2349",179927.176545235
"2350",312222.08158692
"2351",259704.893714705
"2352",274040.444586011
"2353",229510.882472844
"2354",141620.728574086
"2355",143599.114272057
"2356",160891.823554797
"2357",185141.866233196
"2358",193786.646728628
"2359",140006.113665466
"2360",117996.365000194
"2361",140919.369086716
"2362",279621.342884489
"2363",139467.489384867
"2364",166062.06367803
"2365",230275.853228882
"2366",203559.898306146
"2367",239731.224735116
"2368",217472.92606918
"2369",238140.199248476
"2370",169108.503754296
"2371",158114.959331614
"2372",178881.163749584
"2373",296018.332748137
"2374",313970.644707166
"2375",261909.485800009
"2376",267832.974465384
"2377",333364.876178483
"2378",137583.673205952
"2379",210116.186771994
"2380",149774.092642383
"2381",171017.923614632
"2382",218306.100720796
"2383",211010.831644852
"2384",248986.225357018
"2385",164690.75377938
"2386",132573.866408245
"2387",135343.29157007
"2388",112280.753163191
"2389",119479.646666639
"2390",142855.843523403
"2391",132240.318681989
"2392",111749.274850155
"2393",167189.641220295
"2394",130815.681583097
"2395",209616.527372785
"2396",149050.580587898
"2397",232553.608082139
"2398",137932.386252205
"2399",59116.8064043193
"2400",66911.7239000841
"2401",115797.544327937
"2402",141471.37272239
"2403",152847.27248796
"2404",151080.102175867
"2405",154382.896337046
"2406",145264.597416204
"2407",125612.475490131
"2408",140589.052992447
"2409",122144.759098128
"2410",173975.212728398
"2411",118215.289596481
"2412",157130.589173257
"2413",129774.226461363
"2414",156956.547898618
"2415",136913.899195657
"2416",127553.736694172
"2417",137830.63344494
"2418",131440.684838981
"2419",124299.973604955
"2420",121615.037026409
"2421",147245.063060877
"2422",116239.697225711
"2423",125238.715984595
"2424",173503.825123858
"2425",191236.043803961
"2426",135750.321649945
"2427",134463.647136712
"2428",181725.646156474
"2429",111194.375803838
"2430",130115.294741956
"2431",88124.3607912274
"2432",137172.813545793
"2433",143545.495281369
"2434",127221.453443112
"2435",156652.701924532
"2436",93528.6187852455
"2437",108559.44768515
"2438",118084.543132233
"2439",109300.684562922
"2440",119392.093366815
"2441",106344.638317386
"2442",101382.244032332
"2443",122082.540865273
"2444",124979.23569313
"2445",89038.2994660733
"2446",135062.301561615
"2447",170143.714287588
"2448",129782.584701338
"2449",107270.306946229
"2450",147606.482860799
"2451",134301.750678622
"2452",201977.253923327
"2453",84486.5548768067
"2454",121934.943499407
"2455",129576.345471249
"2456",109247.479841352
"2457",125439.087770103
"2458",120052.874959041
"2459",102167.216437226
"2460",127770.328649508
"2461",119544.794022417
"2462",129359.298812197
"2463",122144.69419853
"2464",161224.511072277
"2465",138234.770697607
"2467",135331.794296794
"2468",85349.4105019332
"2469",74077.3573957666
"2470",183690.47257077
"2471",222539.456244278
"2472",156935.173074276
"2473",117201.483030426
"2475",243429.462676043
"2476",121573.720314986
"2477",125053.578260043
"2478",157123.159036364
"2479",131757.269339619
"2480",155408.617220039
"2481",122241.87905832
"2482",129041.856095778
"2483",110732.496701709
"2484",124678.417700088
"2485",125716.959159164
"2486",166799.495989699
"2487",160548.723652857
"2488",182429.697233924
"2489",149510.07059032
"2490",161373.662137379
"2491",87472.239869669
"2492",194490.998171954
"2493",152732.38769374
"2494",152421.206063363
"2495",97626.3203073202
"2496",225309.248400116
"2497",155332.182231436
"2498",103928.506059353
"2499",80988.7430240016
"2501",140950.626891571
"2502",160133.415778552
"2503",103202.447160844
"2504",170267.667452812
"2505",219831.184143635
"2506",264392.811076304
"2507",296056.058390134
"2508",266875.513275269
"2509",215366.620394142
"2510",222803.715642669
"2511",174831.302730311
"2512",196668.386752254
"2513",224310.484183325
"2515",149225.717968115
"2516",172930.790715172
"2517",148370.222975212
"2518",166216.51344666
"2519",218201.804938035
"2520",218319.480227256
"2521",188506.282359767
"2522",223252.760109909
"2523",112592.098728159
"2524",134440.456036021
"2526",130440.062039057
"2527",115526.027328795
"2528",124771.00538969
"2529",119448.210269241
"2530",110695.872044216
"2531",243554.984655878
"2532",227597.298667553
"2533",188816.971012922
"2534",240079.77720076
"2535",301238.768490752
"2536",229557.60284532
"2537",262840.511157424
"2538",187517.985783292
"2539",188335.915703682
"2540",182693.936780955
"2541",182034.985330003
"2542",164466.841419224
"2543",121996.176833609
"2544",131905.692838384
"2545",147043.511041888
"2546",126234.550838431
"2547",140224.094155165
"2548",170084.894482734
"2549",167404.767244908
"2550",830183.35695227
"2551",131911.461065769
"2552",133953.849314778
"2553",89141.2165049263
"2554",98372.3128576412
"2555",124787.741490952
"2556",101266.174502971
"2559",130565.075867872
"2560",143763.045887745
"2561",145205.664982128
"2562",124861.470877334
"2563",139775.689401397
"2564",183968.468310676
"2565",109136.783085236
"2566",146929.71150246
"2567",128689.934961103
"2568",173241.079774633
"2569",206555.160851625
"2570",112075.648224241
"2571",175505.275790013
"2572",166262.131926367
"2573",210071.787714914
"2574",47241.1957333718
"2575",128881.921836963
"2576",126557.183205953
"2578",90352.3215806825
"2580",80950.9094112982
"2581",80908.1670611705
"2582",93370.6013901974
"2583",287925.044232341
"2584",178269.552058931
"2585",197281.373963991
"2586",241073.281482125
"2587",210558.209415728
"2588",140895.771878824
"2589",150259.143963046
"2591",212217.545388463
"2592",213463.333796716
"2593",259197.876133012
"2594",189578.303270798
"2595",203962.161978958
"2596",312272.032167587
"2597",174933.794899264
"2598",258869.241153789
"2599",335564.446280515
"2600",160252.917074079
"2601",148994.147607013
"2602",83705.5852970175
"2603",91990.8364996603
"2604",87851.9696799205
"2605",95185.4927933086
"2606",152508.811856073
"2607",207607.237576232
"2608",209697.038074729
"2609",178997.360320897
"2610",111626.188787531
"2611",149786.683625277
"2612",173815.647931956
"2613",132946.287937114
"2614",126837.332720266
"2615",154174.241801869
"2616",151750.970671959
"2617",190369.772874886
"2618",182373.805445297
"2619",199281.160387669
"2620",184884.137261149
"2621",181715.541468951
"2622",183719.102988777
"2623",246287.015283585
"2624",297930.822130005
"2625",271793.098776476
"2626",179782.29863115
"2627",162589.222454323
"2629",476582.567614908
"2630",369566.23694189
"2631",480875.533468418
"2632",396042.588753086
"2633",307818.12617128
"2634",407460.240921423
"2635",160300.787070118
"2636",179621.327918342
"2637",162650.631024554
"2638",279652.051975064
"2639",191774.653590071
"2640",148707.573003342
"2641",99539.3751897911
"2642",200332.854577044
"2643",101216.850377497
"2644",120468.069623286
"2645",108471.835599035
"2646",94575.9249404472
"2647",99426.058756873
"2648",146159.533466226
"2649",155041.826729135
"2650",152208.382470669
"2651",136745.558948611
"2652",432886.07678768
"2653",262349.982496106
"2654",234756.366577164
"2655",405640.269877557
"2656",340339.590616604
"2657",356785.19683114
"2658",281817.669011106
"2659",297429.430366018
"2660",335957.24451839
"2661",381499.823803324
"2662",358314.993745713
"2663",295461.942279148
"2664",276261.181719916
"2665",356050.523597756
"2666",306003.223067256
"2667",181979.904308042
"2668",190935.668943514
"2669",181840.616007533
"2670",297899.046726253
"2671",188969.72578305
"2672",197859.930560783
"2673",200429.20624431
"2674",191678.291776492
"2675",166301.393343789
"2676",190811.931345991
"2677",205198.225266076
"2678",261836.433439043
"2679",278364.113561075
"2680",293389.161050207
"2681",392135.524916554
"2682",308896.014890326
"2683",475788.21959414
"2684",299968.649492845
"2685",339039.301208248
"2686",262102.418279298
"2687",328753.652291766
"2688",230003.636994739
"2689",226725.793976199
"2690",472392.437839671
"2691",185004.764875896
"2692",137218.507046625
"2693",198112.30982444
"2694",150282.485149489
"2695",187529.439971703
"2696",180592.89534488
"2697",181064.131190988
"2698",184562.83987782
"2699",182962.654146505
"2700",161344.942418229
"2701",156946.338600276
"2702",111173.860720596
"2703",129434.318352516
"2704",142738.065355121
"2705",117821.614856662
"2706",117207.895267048
"2707",132330.762860984
"2708",133822.864246677
"2709",104173.1648498
"2710",126320.192690021
"2712",358191.133183756
"2713",169765.842716074
"2714",152674.318560962
"2715",170206.71240353
"2716",148486.769549116
"2717",193770.390515134
"2718",224820.44343241
"2720",182406.367783706
"2721",132192.279634677
"2722",165162.541105168
"2723",151648.682003181
"2724",122151.483891575
"2725",128556.050854595
"2726",154559.205342563
"2727",187445.146276586
"2728",169988.852886385
"2729",146584.673524202
"2730",150278.251530376
"2731",121582.558549397
"2732",124701.485698165
"2733",160505.718503415
"2734",164709.895365465
"2735",131544.339224871
"2736",140504.681503663
"2737",124077.004529911
"2738",143056.382513167
"2739",162555.174167871
"2740",137414.366385216
"2741",140664.035165641
"2742",150542.414401064
"2743",158295.181467913
"2744",155279.85752446
"2745",136021.584052508
"2746",139942.676293189
"2747",141458.664073265
"2748",110488.372515711
"2749",129883.677019683
"2750",136985.376908613
"2751",136300.1908763
"2752",179844.081630183
"2753",146457.836484754
"2754",210859.951446563
"2755",127120.960289289
"2756",102287.412331371
"2757",68438.8126787521
"2758",87710.763647734
"2759",148215.495959027
"2760",112765.349275655
"2761",137702.911525321
"2762",140047.985648451
"2763",195233.985642869
"2764",154287.311087235
"2765",295595.613587815
"2766",129776.678695377
"2767",91364.9604831922
"2768",124622.893883755
"2769",122390.492479129
"2770",146892.369572905
"2771",113012.930778437
