"","x"
"1825",128308.30316028
"1826",94730.8184342222
"1827",108022.042227752
"1828",134264.767653189
"1830",142601.827863037
"1831",168598.836072004
"1833",137804.945127425
"1834",130365.042590138
"1835",118433.002375399
"1836",123146.647775028
"1837",95072.8638439445
"1838",137835.419114794
"1839",92515.9357839433
"1840",147731.124969137
"1841",156091.595341775
"1842",76624.6002277435
"1843",136165.922259287
"1844",121300.091002834
"1845",142965.20457806
"1846",149414.385690049
"1847",156348.017750081
"1849",108387.030452072
"1850",126364.413810937
"1851",160168.188486152
"1852",125085.878257648
"1853",133549.846593493
"1854",194691.075944438
"1855",150110.008474778
"1856",219823.739678843
"1857",136270.240487876
"1858",138900.748975298
"1859",125665.287818702
"1860",147675.865776939
"1861",124559.338519172
"1865",344659.233345897
"1866",341704.524475749
"1867",237207.403478689
"1868",282389.80667861
"1869",199533.719943529
"1870",252142.237042115
"1871",248323.923444215
"1872",170295.60347142
"1873",246783.203923094
"1874",169221.444506447
"1875",215017.14787162
"1876",199941.771680902
"1877",214568.025861859
"1878",207517.875694174
"1879",125930.932441315
"1880",138759.862597781
"1881",249464.093887309
"1882",251112.870901675
"1883",194257.329852323
"1884",208139.097505504
"1885",262907.382312421
"1886",279925.102284224
"1887",212640.075361493
"1888",297175.359985362
"1889",166654.297023859
"1890",124737.534689724
"1891",107884.052694056
"1892",106297.656538731
"1893",134373.690649887
"1894",125667.519868416
"1895",142164.087765524
"1896",127126.684757319
"1897",117480.28675187
"1898",115282.627958934
"1899",131448.239371687
"1900",148643.894663175
"1901",161828.358173629
"1902",144367.182539959
"1903",194075.022222445
"1904",141084.608435493
"1905",189145.706976636
"1906",140770.347047367
"1907",211262.615542988
"1908",102837.637653578
"1909",123812.85369455
"1910",113686.921225758
"1911",203034.38990317
"1912",293270.32514997
"1913",134356.875917731
"1914",47917.4617078442
"1915",252092.126643031
"1917",285246.139987618
"1918",139831.85904284
"1919",188472.578009332
"1920",190682.643085237
"1921",376319.633313565
"1922",343878.435628706
"1923",230364.483142859
"1924",212152.9010447
"1925",210880.342326285
"1926",392472.243938072
"1927",135502.465951321
"1928",170139.314839379
"1929",126178.867088166
"1930",130469.772853166
"1931",145718.43698349
"1932",149715.536639908
"1934",188058.148240806
"1935",171069.053333124
"1936",191553.521415584
"1937",192071.973330426
"1938",182444.010967629
"1939",236559.556493424
"1940",196149.925856241
"1941",181463.426651165
"1942",198063.14487697
"1943",219386.256664158
"1944",301399.477367936
"1945",380598.757802295
"1947",147573.802654101
"1948",171240.636501032
"1949",245566.162869305
"1950",202958.736490637
"1951",242750.328094544
"1952",217309.670091864
"1953",169129.940051777
"1954",193429.310317761
"1955",143199.920344405
"1956",329652.750509337
"1957",163138.432258584
"1958",314412.47949125
"1959",148806.381598177
"1960",120581.370811934
"1961",114099.474320505
"1962",99099.1708358044
"1963",103401.634153966
"1964",107347.479357468
"1965",139891.592798622
"1966",143853.442434676
"1967",282184.939237903
"1968",369589.309488267
"1969",389530.908866655
"1970",427151.393935218
"1971",477499.401758864
"1972",388382.565152587
"1973",266598.168754434
"1974",308816.254820227
"1975",605301.904427549
"1976",283489.24985899
"1977",349112.584437767
"1978",321582.067027938
"1979",350418.951404206
"1980",199947.855061694
"1981",354089.061371547
"1982",226224.893188341
"1983",209557.367325051
"1984",172162.947070982
"1985",228471.43049614
"1986",213273.209886413
"1987",166623.776677568
"1988",171843.436998481
"1989",192669.437822106
"1990",202386.223283044
"1991",220506.526113228
"1992",215841.543638782
"1993",171915.863874895
"1994",246128.364514244
"1995",187526.960451319
"1996",248114.140550469
"1997",321885.867455205
"1998",329062.565827683
"1999",232490.742057068
"2000",305192.496775984
"2001",256083.615498506
"2002",252192.152970875
"2003",266374.166646226
"2004",279340.15135369
"2005",233074.524028685
"2006",221520.369657134
"2007",267282.073827753
"2008",204160.294799936
"2009",197808.966285266
"2010",198128.075753474
"2011",153875.150669032
"2012",170198.954526941
"2013",179477.682363729
"2014",189122.940177901
"2015",207284.095728111
"2016",192667.314416081
"2017",199801.490402609
"2018",124651.540245776
"2019",130208.100779089
"2020",109545.850757988
"2021",103899.209394882
"2022",179747.930706971
"2023",141528.26516337
"2024",245719.713544892
"2025",353886.978363602
"2026",181884.763296821
"2027",158467.168023449
"2028",170395.784256796
"2029",168851.95698593
"2030",297173.673039613
"2031",269620.961007523
"2032",271117.071246243
"2033",286673.222282673
"2034",168050.625060254
"2035",228865.158382214
"2036",212561.797785849
"2037",216367.257659341
"2038",367219.660998228
"2039",232344.740407053
"2042",206791.771443257
"2043",177831.987066975
"2044",179336.151437063
"2045",218817.384126163
"2046",154464.055798773
"2047",148391.759425515
"2048",133509.632939788
"2049",144375.966707281
"2050",184995.643074982
"2051",100250.783393164
"2052",128277.499573094
"2053",148394.790285994
"2054",101402.474379257
"2055",162390.021973356
"2056",146097.800814598
"2057",113471.290162863
"2058",214821.061881575
"2059",128068.300628769
"2060",185446.340103512
"2061",176466.045202922
"2062",127586.237639988
"2063",116762.331042555
"2064",137982.162568999
"2065",116670.713514352
"2066",161284.87800443
"2067",82311.0307480216
"2068",149680.087192379
"2069",88277.0687714775
"2070",118804.272984383
"2071",96368.29488483
"2072",137253.797459921
"2073",136879.108742094
"2074",193760.845366597
"2075",146536.155507174
"2076",118572.92121873
"2077",153910.203220407
"2078",121300.014355369
"2079",136881.690190334
"2080",127731.468344021
"2081",122895.633640686
"2082",121280.21570011
"2083",149329.766556772
"2084",108448.974302622
"2085",116001.511117198
"2086",123300.85481665
"2087",132724.393538201
"2088",100338.250353422
"2089",72195.852481974
"2090",127129.162937976
"2091",130634.356555297
"2092",123072.346177839
"2093",122987.661988113
"2094",109588.579420497
"2095",137501.655027222
"2096",83207.6806802676
"2097",101518.227429606
"2098",146661.662420409
"2099",58724.4916560094
"2101",111835.480263859
"2102",143997.169049244
"2103",96923.6622969919
"2104",149928.913727063
"2105",126864.98983837
"2107",191603.085360584
"2108",122302.316015706
"2109",115305.313790539
"2110",133917.123299464
"2111",125403.604357498
"2112",140007.331256135
"2113",119460.861675215
"2114",113780.171370562
"2115",155973.314997017
"2116",110619.599055113
"2117",147875.671016407
"2118",116502.712463741
"2119",114376.297998496
"2120",113490.946447007
"2121",83575.1144611732
"2122",112557.232534434
"2123",71963.0021371847
"2124",148460.432865372
"2125",132544.076203175
"2126",129271.588979932
"2128",120662.592698851
"2129",98754.9377612886
"2130",136336.054086591
"2131",143681.087162308
"2132",126666.775518674
"2133",123554.70856722
"2134",122181.058505632
"2136",70474.7108535379
"2137",115226.413399797
"2138",145572.300628086
"2139",146190.241214909
"2140",142180.935440025
"2141",133120.506989017
"2142",123082.077582734
"2143",151785.671435866
"2144",129129.40731678
"2145",140198.188683852
"2146",170152.444081405
"2147",114272.32278954
"2148",151731.003602985
"2149",150623.131825535
"2150",215144.717712792
"2151",111830.092848806
"2152",183960.407897911
"2153",170836.465106024
"2154",112132.210948475
"2155",148272.694264676
"2156",260188.29747307
"2157",223177.327309292
"2158",227616.448083405
"2159",206758.245482675
"2160",174588.682030714
"2161",249359.471319158
"2162",438427.043685071
"2163",352563.432920602
"2164",256583.576520869
"2165",189128.140611852
"2166",166166.516372546
"2167",204203.874708126
"2168",206660.388392885
"2169",200256.194971762
"2170",224788.670240868
"2171",150834.044374841
"2172",138356.181160132
"2173",183030.557731816
"2174",225827.309998067
"2175",346472.219615883
"2176",308263.043372684
"2177",228782.339034619
"2178",225035.060287865
"2179",136989.769715277
"2181",194679.071184271
"2182",243026.208188446
"2183",189934.872744178
"2184",132188.34391594
"2185",121119.53431953
"2187",149176.633125334
"2188",164944.737180164
"2189",287342.540698603
"2190",83549.1970586855
"2191",85747.1580286629
"2192",89124.1831256736
"2193",120314.648427646
"2194",99044.8797399363
"2195",118429.007659926
"2196",112514.209632828
"2197",131763.47362569
"2198",167106.23190137
"2200",141100.645531065
"2201",130821.852840526
"2202",198022.817795611
"2203",110867.733175518
"2204",167477.136706296
"2205",117509.117420559
"2206",133496.263891885
"2207",208551.742982538
"2208",247210.430310141
"2209",206365.793172153
"2210",109143.696389204
"2211",121146.864681994
"2212",113059.930066529
"2213",97537.3916069526
"2214",123328.01276982
"2215",101008.380510838
"2216",147419.232436428
"2220",62749.0035678514
"2221",252092.126643031
"2222",231684.87267888
"2223",290504.973506907
"2224",219003.54213173
"2225",131716.670915612
"2226",196619.941094137
"2228",273906.405982196
"2229",257603.915063746
"2230",154174.623507957
"2231",214458.914909486
"2232",170157.252900174
"2233",172884.246519812
"2234",240091.697950726
"2235",210171.5008121
"2236",271043.904770433
"2237",322359.639168451
"2238",211791.158713181
"2239",109907.145375939
"2240",158083.620866038
"2241",162892.524939704
"2242",127375.253870684
"2243",128752.230033597
"2244",107179.769630754
"2245",99141.5844536444
"2246",153408.356384631
"2247",108244.252315888
"2248",124764.897419707
"2249",121744.358506976
"2250",133100.996519578
"2252",184498.40454957
"2253",152138.342862281
"2254",176884.062202135
"2255",200075.741381241
"2256",186252.608042185
"2257",195306.700136268
"2258",164290.738199508
"2259",172335.97510429
"2260",158185.739075755
"2261",186816.171921591
"2262",215525.515491292
"2263",333593.060849835
"2264",481552.789017734
"2265",181087.986983716
"2266",298279.549034636
"2267",331950.732375731
"2268",378377.314604979
"2269",160785.905871692
"2270",204413.694055208
"2271",221947.2868783
"2272",197326.422689002
"2273",164361.727918847
"2274",177964.507881633
"2275",166735.269581902
"2276",182865.762246225
"2277",189928.981876882
"2278",150820.858554226
"2279",115724.033184611
"2280",130940.310889926
"2281",162681.05671886
"2282",196437.166779033
"2283",106307.398311338
"2284",100530.438372636
"2285",154518.859839379
"2286",126878.147582508
"2287",355780.02139831
"2288",260955.281960213
"2289",352216.742363036
"2290",432330.644101419
"2291",299913.51662585
"2292",458035.232170216
"2293",441247.01292022
"2294",376098.553380166
"2295",485243.199124123
"2296",276220.774806095
"2297",295578.021407874
"2298",341734.486947171
"2299",321527.818327561
"2300",333923.715077894
"2301",280257.465368378
"2302",248772.793198016
"2303",247626.855735793
"2304",262795.441968189
"2305",182798.787028348
"2306",184326.225813664
"2307",189582.958161853
"2308",220017.23692736
"2309",293943.014256613
"2310",207805.071593831
"2311",193461.802976661
"2312",175477.909676525
"2313",175837.389588778
"2314",181930.285308962
"2315",171057.882929088
"2316",205593.354727739
"2317",193997.208650616
"2318",171108.499026197
"2319",177701.469593284
"2320",186168.711143617
"2321",251560.386383809
"2322",168937.493192524
"2323",191365.028168867
"2324",177832.188563537
"2325",201594.856910036
"2326",170440.891722008
"2327",199257.532745465
"2328",216430.68174309
"2329",197118.581148912
"2330",180435.223955272
"2331",334979.920673741
"2332",406686.692086106
"2333",326813.135070811
"2334",247114.123420826
"2335",270898.206034229
"2336",312634.503889463
"2337",198150.37598702
"2338",279190.329558032
"2339",229250.969999402
"2340",436938.647847419
"2341",205708.765334605
"2342",241745.722528591
"2343",211587.31374203
"2344",234208.758709381
"2345",257749.128957355
"2346",218469.85348597
"2347",190685.708288782
"2348",248381.415184467
"2349",172205.55886014
"2350",299171.464796621
"2351",246341.180419831
"2352",281325.838373317
"2353",235820.567026731
"2354",135371.842466799
"2355",145644.742773538
"2356",161949.72283779
"2357",189662.933617832
"2358",199587.226945414
"2359",134249.280658115
"2360",118187.719487232
"2361",140111.223374201
"2362",283514.184415833
"2363",140082.516670493
"2364",175054.460386011
"2365",229867.072290413
"2366",196078.471524315
"2367",232580.52817981
"2368",202172.987688596
"2369",231442.879939249
"2370",166444.961665859
"2371",158590.543493373
"2372",182503.769695624
"2373",289075.230058422
"2374",307332.559841738
"2375",264682.72408551
"2376",270337.672717763
"2377",324771.167868204
"2378",140594.49686478
"2379",208765.755511733
"2380",151625.193327851
"2381",175178.659997582
"2382",220225.906192172
"2383",213336.66533054
"2384",251318.438402931
"2385",161643.093754459
"2386",134419.627244167
"2387",136524.344429237
"2388",115332.551717239
"2389",115742.855891793
"2390",139653.19164961
"2391",126936.995836169
"2392",111110.574405398
"2393",165774.129756844
"2394",131857.38359075
"2395",207586.048136733
"2396",147512.50513541
"2397",232868.0619748
"2398",138949.465127796
"2399",58297.7168544427
"2400",63664.1976016524
"2401",115215.169249985
"2402",144987.04905026
"2403",154340.170437599
"2404",148057.30055955
"2405",152851.65989538
"2406",147312.72679788
"2407",125980.473255266
"2408",141410.279477795
"2409",118421.244358683
"2410",169741.413214632
"2411",118526.123746611
"2412",154773.327450742
"2413",129773.123580507
"2414",161688.670860764
"2415",136110.426470724
"2416",129572.962553367
"2417",138518.565066734
"2418",132637.531316184
"2419",124571.507702744
"2420",112723.506567985
"2421",144920.497448383
"2422",116900.449784161
"2423",124620.156672136
"2424",172631.329099472
"2425",215433.832438766
"2426",144342.028436962
"2427",137707.307310702
"2428",173351.407493535
"2429",117962.064982419
"2430",131444.619488869
"2431",85948.6973240908
"2432",137555.597744627
"2433",141260.845317481
"2434",136387.6629655
"2435",146589.658227786
"2436",94217.6756818065
"2437",108127.147027841
"2438",113725.678429508
"2439",108879.483077475
"2440",120157.545476736
"2441",101546.62506258
"2442",98266.7981027857
"2443",115209.573051768
"2444",122863.272268969
"2445",88261.8930437489
"2446",135151.674349835
"2447",177177.055817631
"2448",136327.401309576
"2449",105776.085094597
"2450",148047.43763956
"2451",121628.516589087
"2452",202692.364353896
"2453",85020.5671943295
"2454",119317.736245672
"2455",127240.730166919
"2456",112011.678267063
"2457",125400.090143347
"2458",113369.382864001
"2459",101799.34269306
"2460",125111.688572941
"2461",120398.570398221
"2462",125531.029891539
"2463",122950.21953455
"2464",162889.488404801
"2465",139109.880576651
"2467",133249.274113005
"2468",79959.518136625
"2469",69491.0931158397
"2470",182031.894543725
"2471",215034.976585394
"2472",154667.471094289
"2473",124456.191675097
"2475",237788.809452064
"2476",122315.61137667
"2477",124862.618040816
"2478",155264.158020726
"2479",129931.39050553
"2480",152760.854428825
"2481",122834.3290925
"2482",130328.16028734
"2483",109838.040813235
"2484",124566.4718274
"2485",125520.852892492
"2486",163353.239535792
"2487",158423.537265938
"2488",178461.451026595
"2489",147030.631141748
"2490",153253.751462416
"2491",86310.716404891
"2492",193834.355960967
"2493",149515.888787458
"2494",149042.856501026
"2495",99020.5349998957
"2496",218499.340935188
"2497",158977.337641905
"2498",102835.879929696
"2499",82286.0750668302
"2501",141983.016824294
"2502",156508.238664861
"2503",103434.332481891
"2504",171244.243228245
"2505",219078.431440306
"2506",251724.625817486
"2507",293289.592630126
"2508",254347.576371323
"2509",224813.616986415
"2510",222805.811750825
"2511",179358.40427765
"2512",202237.870112777
"2513",224046.120434729
"2515",149903.889537974
"2516",177511.68395913
"2517",148912.488183438
"2518",168616.730575175
"2519",217748.744269182
"2520",217741.447663899
"2521",193510.444938587
"2522",222089.582244231
"2523",119589.408431479
"2524",130082.650705659
"2526",129728.569075837
"2527",116296.006122628
"2528",124647.603955919
"2529",118284.885389895
"2530",110523.468548886
"2531",243830.417210833
"2532",226908.654981305
"2533",193664.570293832
"2534",239603.979342526
"2535",301558.349059432
"2536",223417.510201804
"2537",266022.343596238
"2538",180018.738163237
"2539",193044.444770311
"2540",170158.301190948
"2541",180697.612472444
"2542",166359.194619965
"2543",126085.393194018
"2544",132445.235640206
"2545",145254.540055432
"2546",129721.118339308
"2547",137877.436959444
"2548",172718.851299033
"2549",168634.909394143
"2550",786864.269529711
"2551",133650.604432569
"2552",134092.429376668
"2553",87481.3033342696
"2554",104372.184941873
"2555",121611.710067612
"2556",98494.1291577092
"2559",130100.900931357
"2560",142177.684703552
"2561",144827.785938357
"2562",122021.156661853
"2563",136346.064842037
"2564",183377.450502798
"2565",107294.617365226
"2566",144250.65248034
"2567",128167.532950091
"2568",170180.938678659
"2569",199316.058650488
"2570",109009.166166058
"2571",179971.432410001
"2572",169768.771535835
"2573",202511.408157409
"2574",49786.9863917404
"2575",129245.732527459
"2576",127052.854952014
"2578",89275.5455266049
"2580",78315.3968699588
"2581",83164.9511220197
"2582",92168.6702233365
"2583",270884.179940865
"2584",177783.220823889
"2585",195761.526756195
"2586",243538.760577326
"2587",208104.195639926
"2588",144232.00853122
"2589",148425.382057356
"2591",211114.454511116
"2592",205946.927906884
"2593",243924.048489252
"2594",194932.551305738
"2595",209832.754334937
"2596",318934.817887673
"2597",173931.15020693
"2598",258260.989573286
"2599",319538.773113467
"2600",156694.509018046
"2601",153357.612791744
"2602",82235.1020002268
"2603",91472.7504305933
"2604",86486.8234943089
"2605",92844.3753107217
"2606",149140.106476118
"2607",206857.553443149
"2608",201566.746017384
"2609",175816.676533284
"2610",111303.374499879
"2611",160012.424229186
"2612",177033.917215858
"2613",133929.487086925
"2614",127810.840761432
"2615",157191.571213347
"2616",146228.897729141
"2617",188099.7129434
"2618",191604.643910872
"2619",200772.054391032
"2620",183369.465033639
"2621",181544.031021928
"2622",183292.974806574
"2623",246506.091340342
"2624",287713.848283584
"2625",283137.999596142
"2626",179117.161155893
"2627",165650.191241378
"2629",458953.235459787
"2630",356697.475205838
"2631",461326.933271897
"2632",384684.276057224
"2633",311545.46726982
"2634",408324.678826869
"2635",159115.18453992
"2636",177731.436948577
"2637",160182.92050188
"2638",263514.620169056
"2639",191775.405028794
"2640",151224.692743811
"2641",98527.0229198494
"2642",201383.49505141
"2643",101096.200526136
"2644",116753.270787992
"2645",108035.339859852
"2646",94667.0417950285
"2647",99118.1635086695
"2648",143996.04677294
"2649",151316.734788188
"2650",154452.937221679
"2651",133559.362812082
"2652",418489.491495997
"2653",268856.135786343
"2654",229347.353635608
"2655",421937.839346122
"2656",328100.612298396
"2657",338791.441820444
"2658",266869.721315915
"2659",283930.197619629
"2660",320934.748383609
"2661",369037.910681845
"2662",369377.364462139
"2663",301005.444518699
"2664",279214.502861472
"2665",344209.52342955
"2666",290815.223418366
"2667",170144.026571965
"2668",183776.485616123
"2669",175206.961109396
"2670",284361.660419373
"2671",181679.010848685
"2672",183432.314342986
"2673",197645.588784767
"2674",188901.537322579
"2675",158444.666942535
"2676",189799.415158189
"2677",204627.588542006
"2678",256842.842508831
"2679",282309.762430084
"2680",298777.243421393
"2681",402058.490184301
"2682",314080.046514018
"2683",494966.251063297
"2684",304854.055414213
"2685",345771.968197003
"2686",247467.183271266
"2687",314763.001530252
"2688",222799.127854112
"2689",220375.850117854
"2690",458974.359625838
"2691",191032.53046867
"2692",139621.318892035
"2693",190523.52786065
"2694",144453.547911715
"2695",192411.745311793
"2696",184916.466196798
"2697",186261.429526719
"2698",204403.4260083
"2699",187576.718426015
"2700",165202.657100623
"2701",160238.490309209
"2702",111394.731538121
"2703",131254.291091936
"2704",140828.625975463
"2705",117071.722547787
"2706",117440.806249286
"2707",133707.010993092
"2708",134883.7936854
"2709",104061.70611418
"2710",123107.586610804
"2712",362128.793629
"2713",168848.448351498
"2714",154987.045909875
"2715",173934.464146335
"2716",151136.735649162
"2717",194707.896838971
"2718",224835.242085335
"2720",189107.071662315
"2721",131746.979429529
"2722",166230.239040699
"2723",158874.109235151
"2724",122834.833816412
"2725",128505.101784091
"2726",154957.318451599
"2727",191404.478785399
"2728",168199.087155767
"2729",142923.657465494
"2730",151272.070343462
"2731",117764.792730586
"2732",121493.165143976
"2733",158170.073792871
"2734",154134.414166479
"2735",131452.91460571
"2736",139006.374891382
"2737",125579.067964249
"2738",142650.529590801
"2739",154492.788662925
"2740",139352.641278644
"2741",136543.179470698
"2742",148842.495611438
"2743",156262.413126133
"2744",154522.748508247
"2745",145539.538150685
"2746",142320.985256935
"2747",140335.51310273
"2748",110740.004465635
"2749",127403.046303025
"2750",138303.307039049
"2751",139313.795099177
"2752",191824.654637432
"2753",148731.445192503
"2754",210763.505105813
"2755",128694.307920172
"2756",102092.251959628
"2757",68239.8946771625
"2758",88340.6093954965
"2759",143825.763181974
"2760",116394.772637122
"2761",135594.07299423
"2762",142420.868159075
"2763",190342.241854915
"2764",154316.525251226
"2765",292030.721431012
"2766",132576.670983281
"2767",91011.4706018165
"2768",124109.52835966
"2769",123319.204695905
"2770",149217.02216096
"2771",112940.480171973
